Abbreviation,TeamName,GridPosition,DriverPointsBefore,TeamPointsBefore,AvgFinishLast3,Rainfall,AirTemp,Podium
SAI,Ferrari,1.0,44.0,510.0,8.666666666666666,False,29.3,0
VER,Red Bull Racing,1.0,191.0,270.0,3.0,False,24.4,1
HAM,Mercedes,3.0,400.0,176.0,5.333333333333333,False,24.4,1
PER,Red Bull Racing,4.0,215.0,213.0,2.3333333333333335,False,24.4,1
RUS,Mercedes,2.0,270.0,179.0,9.0,False,24.4,0
SAI,Ferrari,5.0,226.0,217.0,14.0,False,24.4,0
LEC,Ferrari,7.0,201.0,275.0,2.6666666666666665,False,24.4,0
RIC,McLaren,11.0,261.0,281.0,10.666666666666666,False,24.4,0
OCO,Alpine,10.0,32.0,406.0,10.333333333333334,False,24.4,0
NOR,McLaren,8.0,79.0,375.0,6.666666666666667,False,24.4,0
BOT,Alfa Romeo,6.0,107.0,415.0,15.0,False,24.4,0
GAS,AlphaTauri,14.0,45.0,520.0,14.0,False,24.4,0
ALB,Williams,17.0,23.0,519.0,16.666666666666668,False,24.4,0
ZHO,Alfa Romeo,12.0,4.0,577.0,16.0,False,24.4,0
VET,Aston Martin,16.0,6.0,533.0,7.333333333333333,False,24.4,0
STR,Aston Martin,20.0,36.0,469.0,12.0,False,24.4,0
MSC,Haas F1 Team,15.0,13.0,484.0,15.0,False,24.4,0
MAG,Haas F1 Team,19.0,12.0,526.0,11.666666666666666,False,24.4,0
LAT,Williams,18.0,21.0,543.0,15.0,False,24.4,0
ALO,Alpine,9.0,2.0,595.0,10.666666666666666,False,24.4,0
TSU,AlphaTauri,13.0,71.0,394.0,12.666666666666666,False,24.4,0
RUS,Mercedes,1.0,12.0,539.0,5.666666666666667,False,23.3,1
HAM,Mercedes,2.0,252.0,218.0,3.0,False,23.3,1
SAI,Ferrari,7.0,233.0,220.0,14.666666666666666,False,23.3,1
LEC,Ferrari,5.0,216.0,284.0,4.0,False,23.3,0
ALO,Alpine,17.0,273.0,288.0,11.0,False,23.3,0
VER,Red Bull Racing,3.0,81.0,399.0,1.0,False,23.3,0
PER,Red Bull Racing,4.0,408.0,185.0,3.0,False,23.3,0
OCO,Alpine,16.0,276.0,192.0,7.666666666666667,False,23.3,0
BOT,Alfa Romeo,14.0,83.0,407.0,14.666666666666666,False,23.3,0
STR,Aston Martin,15.0,47.0,542.0,15.0,False,23.3,0
VET,Aston Martin,9.0,14.0,494.0,9.333333333333334,False,23.3,0
ZHO,Alfa Romeo,13.0,36.0,505.0,13.666666666666666,False,23.3,0
MSC,Haas F1 Team,12.0,6.0,554.0,16.0,False,23.3,0
GAS,AlphaTauri,10.0,12.0,556.0,14.333333333333334,False,23.3,0
ALB,Williams,19.0,23.0,553.0,15.0,False,23.3,0
LAT,Williams,18.0,4.0,610.0,14.666666666666666,False,23.3,0
TSU,AlphaTauri,0.0,2.0,626.0,14.333333333333334,False,23.3,0
NOR,McLaren,6.0,12.0,570.0,8.333333333333334,False,23.3,0
MAG,Haas F1 Team,8.0,107.0,433.0,13.333333333333334,False,23.3,0
RIC,McLaren,11.0,21.0,575.0,11.333333333333334,False,23.3,0
VER,Red Bull Racing,1.0,32.0,453.0,2.6666666666666665,False,28.5,1
LEC,Ferrari,3.0,433.0,193.0,4.333333333333333,False,28.5,1
PER,Red Bull Racing,2.0,291.0,290.0,4.666666666666667,False,28.5,1
SAI,Ferrari,4.0,291.0,196.0,9.333333333333334,False,28.5,0
RUS,Mercedes,6.0,228.0,294.0,3.3333333333333335,False,28.5,0
NOR,McLaren,7.0,262.0,225.0,11.0,False,28.5,0
OCO,Alpine,8.0,116.0,459.0,9.0,False,28.5,0
STR,Aston Martin,14.0,89.0,414.0,14.333333333333334,False,28.5,0
RIC,McLaren,13.0,18.0,513.0,14.333333333333334,False,28.5,0
VET,Aston Martin,9.0,34.0,468.0,11.0,False,28.5,0
TSU,AlphaTauri,11.0,37.0,523.0,15.666666666666666,False,28.5,0
ZHO,Alfa Romeo,15.0,12.0,581.0,12.333333333333334,False,28.5,0
ALB,Williams,19.0,6.0,566.0,13.333333333333334,False,28.5,0
GAS,AlphaTauri,17.0,4.0,639.0,13.0,False,28.5,0
BOT,Alfa Romeo,18.0,23.0,595.0,12.666666666666666,False,28.5,0
MSC,Haas F1 Team,12.0,47.0,581.0,14.666666666666666,False,28.5,0
MAG,Haas F1 Team,16.0,12.0,591.0,15.0,False,28.5,0
HAM,Mercedes,5.0,21.0,608.0,2.0,False,28.5,0
LAT,Williams,20.0,233.0,243.0,17.0,False,28.5,0
ALO,Alpine,10.0,2.0,658.0,10.333333333333334,False,28.5,0
VER,Red Bull Racing,1.0,81.0,434.0,,False,27.1,1
PER,Red Bull Racing,2.0,25.0,1.0,,False,27.1,1
ALO,Aston Martin,5.0,18.0,3.0,,False,27.1,1
SAI,Ferrari,4.0,15.0,3.0,,False,27.1,0
HAM,Mercedes,7.0,12.0,4.0,,False,27.1,0
STR,Aston Martin,8.0,10.0,5.0,,False,27.1,0
RUS,Mercedes,6.0,8.0,9.0,,False,27.1,0
BOT,Alfa Romeo,12.0,6.0,12.0,,False,27.1,0
GAS,Alpine,20.0,4.0,8.0,,False,27.1,0
ALB,Williams,15.0,2.0,9.0,,False,27.1,0
TSU,AlphaTauri,14.0,1.0,10.0,,False,27.1,0
SAR,Williams,16.0,0.0,11.0,,False,27.1,0
MAG,Haas F1 Team,17.0,0.0,22.0,,False,27.1,0
DEV,AlphaTauri,19.0,0.0,13.0,,False,27.1,0
HUL,Haas F1 Team,10.0,0.0,25.0,,False,27.1,0
ZHO,Alfa Romeo,13.0,0.0,28.0,,False,27.1,0
NOR,McLaren,11.0,0.0,24.0,,False,27.1,0
OCO,Alpine,9.0,0.0,17.0,,False,27.1,0
LEC,Ferrari,3.0,0.0,27.0,,False,27.1,0
PIA,McLaren,18.0,0.0,23.0,,False,27.1,0
PER,Red Bull Racing,1.0,0.0,37.0,2.0,False,26.0,1
VER,Red Bull Racing,15.0,43.0,4.0,1.0,False,26.0,1
ALO,Aston Martin,2.0,44.0,6.0,3.0,False,26.0,1
RUS,Mercedes,3.0,30.0,12.0,7.0,False,26.0,0
HAM,Mercedes,7.0,18.0,16.0,5.0,False,26.0,0
SAI,Ferrari,4.0,20.0,21.0,4.0,False,26.0,0
LEC,Ferrari,12.0,20.0,29.0,19.0,False,26.0,0
OCO,Alpine,6.0,6.0,36.0,18.0,False,26.0,0
GAS,Alpine,9.0,4.0,35.0,9.0,False,26.0,0
MAG,Haas F1 Team,13.0,4.0,44.0,13.0,False,26.0,0
TSU,AlphaTauri,16.0,1.0,38.0,11.0,False,26.0,0
HUL,Haas F1 Team,10.0,0.0,36.0,15.0,False,26.0,0
ZHO,Alfa Romeo,11.0,0.0,50.0,16.0,False,26.0,0
DEV,AlphaTauri,18.0,0.0,37.0,14.0,False,26.0,0
PIA,McLaren,8.0,0.0,50.0,20.0,False,26.0,0
SAR,Williams,20.0,0.0,52.0,12.0,False,26.0,0
NOR,McLaren,19.0,0.0,38.0,17.0,False,26.0,0
BOT,Alfa Romeo,14.0,0.0,69.0,8.0,False,26.0,0
ALB,Williams,17.0,4.0,55.0,10.0,False,26.0,0
STR,Aston Martin,5.0,1.0,57.0,6.0,False,26.0,0
VER,Red Bull Racing,1.0,8.0,32.0,1.5,False,17.5,1
HAM,Mercedes,3.0,69.0,7.0,5.0,False,17.5,1
ALO,Aston Martin,4.0,38.0,23.0,3.0,False,17.5,1
STR,Aston Martin,6.0,45.0,35.0,13.0,False,17.5,0
PER,Red Bull Racing,20.0,20.0,39.0,1.5,False,17.5,0
NOR,McLaren,13.0,54.0,12.0,17.0,False,17.5,0
HUL,Haas F1 Team,10.0,8.0,75.0,13.5,False,17.5,0
PIA,McLaren,16.0,6.0,57.0,17.5,False,17.5,0
ZHO,Alfa Romeo,17.0,4.0,83.0,14.5,False,17.5,0
TSU,AlphaTauri,12.0,2.0,64.0,11.0,False,17.5,0
BOT,Alfa Romeo,19.0,1.0,60.0,13.0,False,17.5,0
SAI,Ferrari,5.0,4.0,75.0,5.0,False,17.5,0
GAS,Alpine,9.0,20.0,48.0,9.0,False,17.5,0
OCO,Alpine,11.0,4.0,57.0,13.0,False,17.5,0
DEV,AlphaTauri,15.0,4.0,71.0,14.0,False,17.5,0
SAR,Williams,18.0,0.0,75.0,14.0,False,17.5,0
MAG,Haas F1 Team,14.0,0.0,73.0,11.5,False,17.5,0
RUS,Mercedes,2.0,1.0,74.0,5.5,False,17.5,0
ALB,Williams,8.0,18.0,41.0,14.5,False,17.5,0
LEC,Ferrari,7.0,1.0,92.0,13.0,False,17.5,0
PER,Red Bull Racing,3.0,6.0,68.0,2.6666666666666665,False,24.9,1
VER,Red Bull Racing,2.0,79.0,13.0,1.3333333333333333,False,24.9,1
LEC,Ferrari,1.0,87.0,15.0,15.333333333333334,False,24.9,1
ALO,Aston Martin,6.0,21.0,71.0,3.0,False,24.9,0
SAI,Ferrari,4.0,57.0,43.0,7.333333333333333,False,24.9,0
HAM,Mercedes,5.0,30.0,76.0,4.0,False,24.9,0
STR,Aston Martin,9.0,46.0,47.0,10.0,False,24.9,0
RUS,Mercedes,11.0,26.0,50.0,9.666666666666666,False,24.9,0
NOR,McLaren,7.0,23.0,55.0,13.333333333333334,False,24.9,0
TSU,AlphaTauri,8.0,10.0,92.0,10.666666666666666,False,24.9,0
PIA,McLaren,10.0,2.0,85.0,14.333333333333334,False,24.9,0
ALB,Williams,12.0,4.0,103.0,16.0,False,24.9,0
MAG,Haas F1 Team,16.0,1.0,104.0,13.333333333333334,False,24.9,0
GAS,Alpine,17.0,1.0,87.0,10.333333333333334,False,24.9,0
OCO,Alpine,19.0,4.0,85.0,13.333333333333334,False,24.9,0
SAR,Williams,14.0,4.0,100.0,14.666666666666666,False,24.9,0
HUL,Haas F1 Team,20.0,0.0,120.0,11.333333333333334,False,24.9,0
BOT,Alfa Romeo,13.0,6.0,104.0,12.333333333333334,False,24.9,0
ZHO,Alfa Romeo,15.0,4.0,93.0,12.666666666666666,False,24.9,0
DEV,AlphaTauri,18.0,2.0,112.0,14.333333333333334,False,24.9,0
VER,Red Bull Racing,9.0,0.0,105.0,1.6666666666666667,False,27.1,1
PER,Red Bull Racing,1.0,113.0,16.0,2.3333333333333335,False,27.1,1
ALO,Aston Martin,2.0,97.0,18.0,3.3333333333333335,False,27.1,1
RUS,Mercedes,6.0,72.0,53.0,10.0,False,27.1,0
SAI,Ferrari,3.0,35.0,59.0,7.666666666666667,False,27.1,0
HAM,Mercedes,13.0,40.0,81.0,4.333333333333333,False,27.1,0
LEC,Ferrari,7.0,54.0,65.0,10.0,False,27.1,0
GAS,Alpine,5.0,27.0,88.0,12.0,False,27.1,0
OCO,Alpine,8.0,8.0,108.0,12.333333333333334,False,27.1,0
MAG,Haas F1 Team,4.0,6.0,117.0,13.333333333333334,False,27.1,0
TSU,AlphaTauri,17.0,2.0,114.0,10.333333333333334,False,27.1,0
STR,Aston Martin,18.0,2.0,116.0,10.333333333333334,False,27.1,0
BOT,Alfa Romeo,10.0,26.0,65.0,15.666666666666666,False,27.1,0
ALB,Williams,11.0,4.0,125.0,16.666666666666668,False,27.1,0
HUL,Haas F1 Team,12.0,1.0,134.0,12.0,False,27.1,0
ZHO,Alfa Romeo,14.0,6.0,129.0,13.666666666666666,False,27.1,0
NOR,McLaren,16.0,2.0,141.0,10.666666666666666,False,27.1,0
DEV,AlphaTauri,15.0,10.0,120.0,16.333333333333332,False,27.1,0
PIA,McLaren,19.0,0.0,134.0,11.333333333333334,False,27.1,0
SAR,Williams,20.0,4.0,139.0,16.0,False,27.1,0
VER,Red Bull Racing,1.0,0.0,154.0,1.3333333333333333,True,25.3,1
ALO,Aston Martin,2.0,138.0,19.0,3.3333333333333335,True,25.3,1
OCO,Alpine,3.0,90.0,67.0,12.666666666666666,True,25.3,1
HAM,Mercedes,5.0,21.0,120.0,4.666666666666667,True,25.3,0
RUS,Mercedes,8.0,67.0,69.0,10.0,True,25.3,0
LEC,Ferrari,6.0,45.0,74.0,10.0,True,25.3,0
GAS,Alpine,7.0,35.0,94.0,11.666666666666666,True,25.3,0
SAI,Ferrari,4.0,14.0,127.0,7.333333333333333,True,25.3,0
NOR,McLaren,10.0,44.0,102.0,10.666666666666666,True,25.3,0
PIA,McLaren,11.0,12.0,148.0,12.666666666666666,True,25.3,0
BOT,Alfa Romeo,15.0,5.0,158.0,14.0,True,25.3,0
DEV,AlphaTauri,12.0,4.0,152.0,17.666666666666668,True,25.3,0
ZHO,Alfa Romeo,19.0,0.0,146.0,14.666666666666666,True,25.3,0
ALB,Williams,13.0,2.0,165.0,15.0,True,25.3,0
TSU,AlphaTauri,9.0,1.0,168.0,10.333333333333334,True,25.3,0
PER,Red Bull Racing,20.0,2.0,161.0,2.6666666666666665,True,25.3,0
HUL,Haas F1 Team,18.0,97.0,35.0,13.0,True,25.3,0
SAR,Williams,16.0,6.0,146.0,17.333333333333332,True,25.3,0
MAG,Haas F1 Team,17.0,0.0,186.0,13.333333333333334,True,25.3,0
STR,Aston Martin,14.0,2.0,165.0,7.666666666666667,True,25.3,0
VER,Red Bull Racing,1.0,26.0,87.0,1.3333333333333333,False,22.2,1
HAM,Mercedes,4.0,164.0,36.0,5.333333333333333,False,22.2,1
RUS,Mercedes,12.0,85.0,76.0,5.666666666666667,False,22.2,1
PER,Red Bull Racing,11.0,60.0,79.0,6.333333333333333,False,22.2,0
SAI,Ferrari,2.0,109.0,40.0,6.0,False,22.2,0
STR,Aston Martin,5.0,54.0,107.0,13.0,False,22.2,0
ALO,Aston Martin,8.0,34.0,93.0,3.0,False,22.2,0
OCO,Alpine,6.0,96.0,100.0,9.0,False,22.2,0
ZHO,Alfa Romeo,13.0,25.0,135.0,16.0,False,22.2,0
GAS,Alpine,10.0,4.0,174.0,9.666666666666666,False,22.2,0
LEC,Ferrari,19.0,15.0,145.0,5.333333333333333,False,22.2,0
TSU,AlphaTauri,15.0,35.0,118.0,12.0,False,22.2,0
PIA,McLaren,9.0,2.0,173.0,13.333333333333334,False,22.2,0
DEV,AlphaTauri,14.0,5.0,171.0,16.666666666666668,False,22.2,0
HUL,Haas F1 Team,7.0,0.0,187.0,16.333333333333332,False,22.2,0
ALB,Williams,18.0,6.0,180.0,13.333333333333334,False,22.2,0
NOR,McLaren,3.0,1.0,202.0,11.666666666666666,False,22.2,0
MAG,Haas F1 Team,17.0,12.0,188.0,14.0,False,22.2,0
BOT,Alfa Romeo,16.0,2.0,198.0,14.0,False,22.2,0
SAR,Williams,20.0,4.0,193.0,18.0,False,22.2,0
VER,Red Bull Racing,1.0,0.0,222.0,1.0,False,18.8,1
ALO,Aston Martin,2.0,189.0,41.0,4.0,False,18.8,1
HAM,Mercedes,3.0,114.0,102.0,4.0,False,18.8,1
LEC,Ferrari,10.0,100.0,82.0,8.0,False,18.8,0
SAI,Ferrari,11.0,47.0,122.0,6.0,False,18.8,0
PER,Red Bull Racing,12.0,64.0,127.0,7.333333333333333,False,18.8,0
ALB,Williams,9.0,118.0,47.0,14.666666666666666,False,18.8,0
OCO,Alpine,6.0,7.0,229.0,6.666666666666667,False,18.8,0
STR,Aston Martin,16.0,29.0,153.0,12.666666666666666,False,18.8,0
BOT,Alfa Romeo,14.0,36.0,111.0,14.333333333333334,False,18.8,0
PIA,McLaren,8.0,5.0,203.0,14.0,False,18.8,0
GAS,Alpine,15.0,5.0,199.0,8.333333333333334,False,18.8,0
NOR,McLaren,7.0,15.0,165.0,14.333333333333334,False,18.8,0
TSU,AlphaTauri,19.0,12.0,212.0,12.666666666666666,False,18.8,0
HUL,Haas F1 Team,5.0,2.0,201.0,15.666666666666666,False,18.8,0
ZHO,Alfa Romeo,20.0,6.0,213.0,12.666666666666666,False,18.8,0
MAG,Haas F1 Team,13.0,4.0,219.0,15.666666666666666,False,18.8,0
DEV,AlphaTauri,17.0,2.0,230.0,14.666666666666666,False,18.8,0
RUS,Mercedes,4.0,0.0,219.0,4.0,False,18.8,0
SAR,Williams,18.0,60.0,101.0,19.333333333333332,False,18.8,0
VER,Red Bull Racing,1.0,0.0,249.0,1.0,True,22.5,1
LEC,Ferrari,2.0,215.0,48.0,7.0,True,22.5,1
PER,Red Bull Racing,15.0,65.0,129.0,8.666666666666666,True,22.5,1
NOR,McLaren,4.0,133.0,51.0,13.0,True,22.5,0
ALO,Aston Martin,7.0,24.0,216.0,3.6666666666666665,True,22.5,0
SAI,Ferrari,3.0,124.0,116.0,6.0,True,22.5,0
RUS,Mercedes,11.0,72.0,135.0,9.0,True,22.5,0
HAM,Mercedes,5.0,66.0,108.0,3.0,True,22.5,0
STR,Aston Martin,6.0,104.0,116.0,11.666666666666666,True,22.5,0
GAS,Alpine,9.0,38.0,125.0,9.666666666666666,True,22.5,0
ALB,Williams,10.0,16.0,175.0,12.333333333333334,True,22.5,0
ZHO,Alfa Romeo,17.0,7.0,260.0,12.666666666666666,True,22.5,0
SAR,Williams,18.0,4.0,231.0,19.333333333333332,True,22.5,0
OCO,Alpine,12.0,0.0,273.0,6.333333333333333,True,22.5,0
BOT,Alfa Romeo,14.0,29.0,189.0,13.333333333333334,True,22.5,0
PIA,McLaren,13.0,5.0,246.0,11.333333333333334,True,22.5,0
DEV,AlphaTauri,20.0,5.0,232.0,14.666666666666666,True,22.5,0
MAG,Haas F1 Team,19.0,0.0,236.0,18.0,True,22.5,0
TSU,AlphaTauri,16.0,2.0,248.0,13.666666666666666,True,22.5,0
HUL,Haas F1 Team,8.0,2.0,255.0,15.666666666666666,True,22.5,0
VER,Red Bull Racing,1.0,6.0,268.0,1.0,False,21.5,1
NOR,McLaren,2.0,241.0,52.0,11.333333333333334,False,21.5,1
HAM,Mercedes,7.0,42.0,234.0,4.333333333333333,False,21.5,1
PIA,McLaren,3.0,119.0,119.0,13.333333333333334,False,21.5,0
RUS,Mercedes,6.0,17.0,238.0,9.666666666666666,False,21.5,0
PER,Red Bull Racing,15.0,76.0,124.0,4.333333333333333,False,21.5,0
ALO,Aston Martin,9.0,141.0,58.0,4.666666666666667,False,21.5,0
ALB,Williams,8.0,130.0,132.0,11.333333333333334,False,21.5,0
LEC,Ferrari,4.0,11.0,281.0,5.666666666666667,False,21.5,0
SAI,Ferrari,5.0,67.0,144.0,5.333333333333333,False,21.5,0
SAR,Williams,14.0,73.0,154.0,17.666666666666668,False,21.5,0
BOT,Alfa Romeo,20.0,0.0,292.0,14.666666666666666,False,21.5,0
HUL,Haas F1 Team,11.0,5.0,258.0,16.666666666666668,False,21.5,0
STR,Aston Martin,12.0,6.0,281.0,8.0,False,21.5,0
ZHO,Alfa Romeo,17.0,38.0,146.0,12.333333333333334,False,21.5,0
TSU,AlphaTauri,16.0,4.0,273.0,15.0,False,21.5,0
DEV,AlphaTauri,18.0,2.0,271.0,16.333333333333332,False,21.5,0
GAS,Alpine,10.0,0.0,288.0,10.666666666666666,False,21.5,0
MAG,Haas F1 Team,19.0,16.0,207.0,17.666666666666668,False,21.5,0
OCO,Alpine,13.0,2.0,300.0,10.0,False,21.5,0
VER,Red Bull Racing,2.0,29.0,227.0,1.0,False,29.0,1
NOR,McLaren,3.0,267.0,59.0,6.333333333333333,False,29.0,1
PER,Red Bull Racing,9.0,60.0,240.0,5.0,False,29.0,1
HAM,Mercedes,1.0,156.0,62.0,4.666666666666667,False,29.0,0
PIA,McLaren,4.0,131.0,128.0,10.333333333333334,False,29.0,0
RUS,Mercedes,18.0,27.0,245.0,10.333333333333334,False,29.0,0
LEC,Ferrari,6.0,84.0,134.0,5.0,False,29.0,0
SAI,Ferrari,11.0,73.0,161.0,7.0,False,29.0,0
ALO,Aston Martin,8.0,77.0,169.0,4.666666666666667,False,29.0,0
STR,Aston Martin,14.0,132.0,155.0,10.666666666666666,False,29.0,0
ALB,Williams,16.0,39.0,165.0,8.666666666666666,False,29.0,0
BOT,Alfa Romeo,7.0,11.0,303.0,12.333333333333334,False,29.0,0
RIC,AlphaTauri,13.0,5.0,285.0,,False,29.0,0
HUL,Haas F1 Team,10.0,0.0,301.0,16.0,False,29.0,0
TSU,AlphaTauri,17.0,6.0,314.0,16.333333333333332,False,29.0,0
ZHO,Alfa Romeo,5.0,2.0,316.0,14.333333333333334,False,29.0,0
MAG,Haas F1 Team,19.0,4.0,301.0,18.0,False,29.0,0
SAR,Williams,20.0,2.0,331.0,14.666666666666666,False,29.0,0
OCO,Alpine,12.0,0.0,321.0,14.0,False,29.0,0
GAS,Alpine,15.0,29.0,246.0,13.333333333333334,False,29.0,0
VER,Red Bull Racing,6.0,16.0,266.0,1.0,True,17.9,1
PER,Red Bull Racing,2.0,292.0,63.0,4.0,True,17.9,1
LEC,Ferrari,1.0,174.0,65.0,6.0,True,17.9,1
HAM,Mercedes,3.0,88.0,172.0,5.0,True,17.9,0
ALO,Aston Martin,9.0,144.0,138.0,7.0,True,17.9,0
RUS,Mercedes,8.0,142.0,170.0,6.0,True,17.9,0
NOR,McLaren,7.0,92.0,144.0,2.6666666666666665,True,17.9,0
OCO,Alpine,14.0,66.0,252.0,17.666666666666668,True,17.9,0
STR,Aston Martin,10.0,33.0,274.0,11.0,True,17.9,0
TSU,AlphaTauri,11.0,41.0,179.0,16.666666666666668,True,17.9,0
GAS,Alpine,12.0,3.0,326.0,16.0,True,17.9,0
BOT,Alfa Romeo,13.0,16.0,285.0,13.0,True,17.9,0
ZHO,Alfa Romeo,17.0,5.0,313.0,14.333333333333334,True,17.9,0
ALB,Williams,15.0,4.0,326.0,10.0,True,17.9,0
MAG,Haas F1 Team,16.0,11.0,335.0,18.0,True,17.9,0
RIC,AlphaTauri,19.0,2.0,346.0,13.0,True,17.9,0
SAR,Williams,18.0,0.0,342.0,14.0,True,17.9,0
HUL,Haas F1 Team,20.0,0.0,352.0,15.666666666666666,True,17.9,0
SAI,Ferrari,4.0,6.0,364.0,8.0,True,17.9,0
PIA,McLaren,5.0,77.0,191.0,8.333333333333334,True,17.9,0
VER,Red Bull Racing,1.0,27.0,272.0,1.0,True,17.1,1
ALO,Aston Martin,5.0,317.0,66.0,7.0,True,17.1,1
GAS,Alpine,12.0,161.0,181.0,16.333333333333332,True,17.1,1
PER,Red Bull Racing,7.0,31.0,288.0,3.6666666666666665,True,17.1,0
SAI,Ferrari,6.0,186.0,70.0,12.333333333333334,True,17.1,0
HAM,Mercedes,13.0,87.0,196.0,3.6666666666666665,True,17.1,0
NOR,McLaren,2.0,152.0,150.0,3.6666666666666665,True,17.1,0
ALB,Williams,4.0,72.0,279.0,11.0,True,17.1,0
PIA,McLaren,8.0,15.0,360.0,9.666666666666666,True,17.1,0
OCO,Alpine,16.0,29.0,288.0,15.666666666666666,True,17.1,0
STR,Aston Martin,11.0,34.0,298.0,11.0,True,17.1,0
HUL,Haas F1 Team,14.0,41.0,192.0,15.0,True,17.1,0
LAW,AlphaTauri,19.0,6.0,376.0,,True,17.1,0
BOT,Alfa Romeo,18.0,0.0,355.0,12.0,True,17.1,0
TSU,AlphaTauri,17.0,5.0,340.0,13.666666666666666,True,17.1,0
MAG,Haas F1 Team,0.0,3.0,370.0,17.0,True,17.1,0
RUS,Mercedes,3.0,2.0,392.0,5.666666666666667,True,17.1,0
ZHO,Alfa Romeo,15.0,92.0,167.0,14.666666666666666,True,17.1,0
LEC,Ferrari,9.0,4.0,358.0,6.333333333333333,True,17.1,0
SAR,Williams,10.0,88.0,215.0,15.333333333333334,True,17.1,0
VER,Red Bull Racing,2.0,0.0,380.0,1.0,False,29.3,1
PER,Red Bull Racing,5.0,342.0,71.0,3.0,False,29.3,1
SAI,Ferrari,1.0,204.0,73.0,10.666666666666666,False,29.3,1
LEC,Ferrari,3.0,102.0,218.0,9.666666666666666,False,29.3,0
RUS,Mercedes,4.0,100.0,222.0,9.666666666666666,False,29.3,0
HAM,Mercedes,8.0,102.0,172.0,4.666666666666667,False,29.3,0
ALB,Williams,6.0,160.0,178.0,11.0,False,29.3,0
NOR,McLaren,9.0,21.0,387.0,5.333333333333333,False,29.3,0
ALO,Aston Martin,10.0,76.0,296.0,5.333333333333333,False,29.3,0
BOT,Alfa Romeo,14.0,163.0,201.0,12.666666666666666,False,29.3,0
LAW,AlphaTauri,12.0,6.0,368.0,13.0,False,29.3,0
PIA,McLaren,7.0,0.0,381.0,11.333333333333334,False,29.3,0
SAR,Williams,15.0,29.0,308.0,18.333333333333332,False,29.3,0
ZHO,Alfa Romeo,16.0,0.0,400.0,15.666666666666666,False,29.3,0
GAS,Alpine,17.0,4.0,382.0,11.333333333333334,False,29.3,0
STR,Aston Martin,20.0,31.0,313.0,10.0,False,29.3,0
HUL,Haas F1 Team,13.0,41.0,217.0,14.666666666666666,False,29.3,0
MAG,Haas F1 Team,19.0,6.0,409.0,16.0,False,29.3,0
OCO,Alpine,18.0,2.0,427.0,12.333333333333334,False,29.3,0
TSU,AlphaTauri,11.0,34.0,332.0,13.333333333333334,False,29.3,0
SAI,Ferrari,1.0,3.0,401.0,9.0,False,29.9,1
NOR,McLaren,4.0,127.0,223.0,7.333333333333333,False,29.9,1
HAM,Mercedes,5.0,94.0,310.0,5.333333333333333,False,29.9,1
LEC,Ferrari,3.0,176.0,181.0,8.666666666666666,False,29.9,0
VER,Red Bull Racing,11.0,112.0,227.0,1.0,False,29.9,0
GAS,Alpine,12.0,352.0,78.0,9.666666666666666,False,29.9,0
PIA,McLaren,17.0,39.0,338.0,13.666666666666666,False,29.9,0
PER,Red Bull Racing,13.0,35.0,317.0,2.6666666666666665,False,29.9,0
LAW,AlphaTauri,10.0,208.0,86.0,12.0,False,29.9,0
MAG,Haas F1 Team,6.0,2.0,410.0,16.333333333333332,False,29.9,0
ALB,Williams,14.0,3.0,437.0,9.666666666666666,False,29.9,0
ZHO,Alfa Romeo,19.0,21.0,411.0,15.0,False,29.9,0
HUL,Haas F1 Team,9.0,4.0,394.0,15.666666666666666,False,29.9,0
SAR,Williams,18.0,6.0,450.0,16.666666666666668,False,29.9,0
ALO,Aston Martin,7.0,0.0,425.0,5.333333333333333,False,29.9,0
RUS,Mercedes,2.0,163.0,232.0,9.333333333333334,False,29.9,0
BOT,Alfa Romeo,16.0,102.0,197.0,12.0,False,29.9,0
OCO,Alpine,8.0,6.0,411.0,12.333333333333334,False,29.9,0
TSU,AlphaTauri,15.0,34.0,356.0,15.0,False,29.9,0
STR,Aston Martin,,3.0,429.0,12.0,False,29.9,0
VER,Red Bull Racing,1.0,41.0,0.0,2.3333333333333335,False,27.3,1
NOR,McLaren,3.0,378.0,87.0,5.666666666666667,False,27.3,1
PIA,McLaren,2.0,112.0,319.0,9.333333333333334,False,27.3,1
LEC,Ferrari,4.0,50.0,322.0,9.0,False,27.3,0
HAM,Mercedes,7.0,124.0,231.0,5.0,False,27.3,0
SAI,Ferrari,6.0,186.0,202.0,3.0,False,27.3,0
RUS,Mercedes,8.0,135.0,237.0,12.666666666666666,False,27.3,0
ALO,Aston Martin,10.0,108.0,209.0,8.666666666666666,False,27.3,0
OCO,Alpine,14.0,167.0,240.0,15.666666666666666,False,27.3,0
GAS,Alpine,12.0,36.0,365.0,8.0,False,27.3,0
LAW,AlphaTauri,11.0,40.0,375.0,11.0,False,27.3,0
TSU,AlphaTauri,9.0,2.0,440.0,18.0,False,27.3,0
ZHO,Alfa Romeo,19.0,3.0,452.0,14.666666666666666,False,27.3,0
HUL,Haas F1 Team,18.0,4.0,424.0,14.0,False,27.3,0
MAG,Haas F1 Team,15.0,6.0,464.0,14.666666666666666,False,27.3,0
ALB,Williams,13.0,3.0,479.0,8.666666666666666,False,27.3,0
SAR,Williams,20.0,21.0,441.0,15.666666666666666,False,27.3,0
STR,Aston Martin,17.0,0.0,458.0,13.5,False,27.3,0
